iban,currencyCode,bicCode,bundleCode,customerId,processingDate
NL56INGB0123456964,EUR,RABONL2U,B152,1385,01/06/2017
NL56INGB0123456965,EUR,RABONL2U,B153,1386,02/06/2017
NL56INGB0123456966,EUR,RABONL2U,B154,1387,03/06/2017
NL56INGB0123456967,EUR,RABONL2U,B155,1388,04/06/2017
NL56INGB0123456968,EUR,RABONL2U,B156,1389,05/06/2017
NL56INGB0123456969,EUR,RABONL2U,B157,1390,06/06/2017
NL56INGB0123456970,EUR,RABONL2U,B158,1391,07/06/2017
NL56INGB0123456971,EUR,RABONL2U,B159,1392,08/06/2017
NL56INGB0123456972,EUR,RABONL2U,B160,1393,09/06/2017
NL56INGB0123456973,EUR,RABONL2U,B161,1394,10/06/2017
NL56INGB0123456974,EUR,RABONL2U,B162,1395,11/06/2017
NL56INGB0123456975,EUR,RABONL2U,B163,1396,12/06/2017
NL56INGB0123456976,EUR,RABONL2U,B164,1397,13/06/2017
NL56INGB0123456977,EUR,RABONL2U,B165,1398,14/06/2017
NL56INGB0123456978,EUR,RABONL2U,B166,1399,15/06/2017
NL56INGB0123456979,EUR,RABONL2U,B167,1400,16/06/2017
NL56INGB0123456980,EUR,RABONL2U,B168,1401,17/06/2017
NL56INGB0123456981,EUR,RABONL2U,B169,1402,18/06/2017
NL56INGB0123456982,EUR,RABONL2U,B170,1403,19/06/2017
NL56INGB0123456983,EUR,RABONL2U,B171,1404,20/06/2017
NL56INGB0123456984,EUR,RABONL2U,B172,1405,21/06/2017
NL56INGB0123456985,EUR,RABONL2U,B173,1406,22/06/2017
NL56INGB0123456986,EUR,RABONL2U,B174,1407,23/06/2017
NL56INGB0123456987,EUR,RABONL2U,B175,1408,24/06/2017
NL56INGB0123456988,EUR,RABONL2U,B176,1409,25/06/2017
NL56INGB0123456989,EUR,RABONL2U,B177,1410,26/06/2017
NL56INGB0123456990,EUR,RABONL2U,B178,1411,27/06/2017
NL56INGB0123456991,EUR,RABONL2U,B179,1412,28/06/2017
NL56INGB0123456992,EUR,RABONL2U,B180,1413,29/06/2017
NL56INGB0123456993,EUR,RABONL2U,B181,1414,30/06/2017
NL56INGB0123456994,EUR,RABONL2U,B182,1415,01/07/2017
NL56INGB0123456995,EUR,RABONL2U,B183,1416,02/07/2017
NL56INGB0123456996,EUR,RABONL2U,B184,1417,03/07/2017
NL56INGB0123456997,EUR,RABONL2U,B185,1418,04/07/2017
NL56INGB0123456998,EUR,RABONL2U,B186,1419,05/07/2017
NL56INGB0123456999,EUR,RABONL2U,B187,1420,06/07/2017
NL56INGB0123457000,EUR,RABONL2U,B188,1421,07/07/2017
NL56INGB0123457001,EUR,RABONL2U,B189,1422,08/07/2017
NL56INGB0123457002,EUR,RABONL2U,B190,1423,09/07/2017
NL56INGB0123457003,EUR,RABONL2U,B191,1424,10/07/2017
NL56INGB0123457004,EUR,RABONL2U,B192,1425,11/07/2017
NL56INGB0123457005,EUR,RABONL2U,B193,1426,12/07/2017
NL56INGB0123457006,EUR,RABONL2U,B194,1427,13/07/2017
NL56INGB0123457007,EUR,RABONL2U,B195,1428,14/07/2017
NL56INGB0123457008,EUR,RABONL2U,B196,1429,15/07/2017
NL56INGB0123457009,EUR,RABONL2U,B197,1430,16/07/2017
NL56INGB0123457010,EUR,RABONL2U,B198,1431,17/07/2017
NL56INGB0123457011,EUR,RABONL2U,B199,1432,18/07/2017
NL56INGB0123457012,EUR,RABONL2U,B200,1433,19/07/2017
NL56INGB0123457013,EUR,RABONL2U,B201,1434,20/07/2017
NL56INGB0123457014,EUR,RABONL2U,B202,1435,21/07/2017
NL56INGB0123457015,EUR,RABONL2U,B203,1436,22/07/2017
NL56INGB0123457016,EUR,RABONL2U,B204,1437,23/07/2017
NL56INGB0123457017,EUR,RABONL2U,B205,1438,24/07/2017
NL56INGB0123457018,EUR,RABONL2U,B206,1439,25/07/2017
NL56INGB0123457019,EUR,RABONL2U,B207,1440,26/07/2017
NL56INGB0123457020,EUR,RABONL2U,B208,1441,27/07/2017
NL56INGB0123457021,EUR,RABONL2U,B209,1442,28/07/2017
NL56INGB0123457022,EUR,RABONL2U,B210,1443,29/07/2017
NL56INGB0123457023,EUR,RABONL2U,B211,1444,30/07/2017
NL56INGB0123457024,EUR,RABONL2U,B212,1445,31/07/2017
NL56INGB0123457025,EUR,RABONL2U,B213,1446,01/08/2017
NL56INGB0123457026,EUR,RABONL2U,B214,1447,02/08/2017
NL56INGB0123457027,EUR,RABONL2U,B215,1448,03/08/2017
NL56INGB0123457028,EUR,RABONL2U,B216,1449,04/08/2017
NL56INGB0123457029,EUR,RABONL2U,B217,1450,05/08/2017
NL56INGB0123457030,EUR,RABONL2U,B218,1451,06/08/2017
NL56INGB0123457031,EUR,RABONL2U,B219,1452,07/08/2017
NL56INGB0123457032,EUR,RABONL2U,B220,1453,08/08/2017
NL56INGB0123457033,EUR,RABONL2U,B221,1454,09/08/2017
NL56INGB0123457034,EUR,RABONL2U,B222,1455,10/08/2017
NL56INGB0123457035,EUR,RABONL2U,B223,1456,11/08/2017
NL56INGB0123457036,EUR,RABONL2U,B224,1457,12/08/2017
NL56INGB0123457037,EUR,RABONL2U,B225,1458,13/08/2017
NL56INGB0123457038,EUR,RABONL2U,B226,1459,14/08/2017
NL56INGB0123457039,EUR,RABONL2U,B227,1460,15/08/2017
NL56INGB0123457040,EUR,RABONL2U,B228,1461,16/08/2017
NL56INGB0123457041,EUR,RABONL2U,B229,1462,17/08/2017
NL56INGB0123457042,EUR,RABONL2U,B230,1463,18/08/2017
NL56INGB0123457043,EUR,RABONL2U,B231,1464,19/08/2017
NL56INGB0123457044,EUR,RABONL2U,B232,1465,20/08/2017
NL56INGB0123457045,EUR,RABONL2U,B233,1466,21/08/2017
NL56INGB0123457046,EUR,RABONL2U,B234,1467,22/08/2017
NL56INGB0123457047,EUR,RABONL2U,B235,1468,23/08/2017
NL56INGB0123457048,EUR,RABONL2U,B236,1469,24/08/2017
NL56INGB0123457049,EUR,RABONL2U,B237,1470,25/08/2017
NL56INGB0123457050,EUR,RABONL2U,B238,1471,26/08/2017
NL56INGB0123457051,EUR,RABONL2U,B239,1472,27/08/2017
NL56INGB0123457052,EUR,RABONL2U,B240,1473,28/08/2017
NL56INGB0123457053,EUR,RABONL2U,B241,1474,29/08/2017
NL56INGB0123457054,EUR,RABONL2U,B242,1475,30/08/2017
NL56INGB0123457055,EUR,RABONL2U,B243,1476,31/08/2017
NL56INGB0123457056,EUR,RABONL2U,B244,1477,01/09/2017
NL56INGB0123457057,EUR,RABONL2U,B245,1478,02/09/2017
NL56INGB0123457058,EUR,RABONL2U,B246,1479,03/09/2017
NL56INGB0123457059,EUR,RABONL2U,B247,1480,04/09/2017
NL56INGB0123457060,EUR,RABONL2U,B248,1481,05/09/2017
NL56INGB0123457061,EUR,RABONL2U,B249,1482,06/09/2017
NL56INGB0123457062,EUR,RABONL2U,B250,1483,07/09/2017
NL56INGB0123457063,EUR,RABONL2U,B251,1484,08/09/2017
NL56INGB0123457064,EUR,RABONL2U,B252,1485,09/09/2017
NL56INGB0123457065,EUR,RABONL2U,B253,1486,10/09/2017
NL56INGB0123457066,EUR,RABONL2U,B254,1487,11/09/2017
NL56INGB0123457067,EUR,RABONL2U,B255,1488,12/09/2017
NL56INGB0123457068,EUR,RABONL2U,B256,1489,13/09/2017
NL56INGB0123457069,EUR,RABONL2U,B257,1490,14/09/2017
NL56INGB0123457070,EUR,RABONL2U,B258,1491,15/09/2017
NL56INGB0123457071,EUR,RABONL2U,B259,1492,16/09/2017
NL56INGB0123457072,EUR,RABONL2U,B260,1493,17/09/2017
NL56INGB0123457073,EUR,RABONL2U,B261,1494,18/09/2017
NL56INGB0123457074,EUR,RABONL2U,B262,1495,19/09/2017
NL56INGB0123457075,EUR,RABONL2U,B263,1496,20/09/2017
NL56INGB0123457076,EUR,RABONL2U,B264,1497,21/09/2017
NL56INGB0123457077,EUR,RABONL2U,B265,1498,22/09/2017
NL56INGB0123457078,EUR,RABONL2U,B266,1499,23/09/2017
NL56INGB0123457079,EUR,RABONL2U,B267,1500,24/09/2017
NL56INGB0123457080,EUR,RABONL2U,B268,1501,25/09/2017
NL56INGB0123457081,EUR,RABONL2U,B269,1502,26/09/2017
NL56INGB0123457082,EUR,RABONL2U,B270,1503,27/09/2017
NL56INGB0123457083,EUR,RABONL2U,B271,1504,28/09/2017
NL56INGB0123457084,EUR,RABONL2U,B272,1505,29/09/2017
NL56INGB0123457085,EUR,RABONL2U,B273,1506,30/09/2017
NL56INGB0123457086,EUR,RABONL2U,B274,1507,01/10/2017
NL56INGB0123457087,EUR,RABONL2U,B275,1508,02/10/2017
NL56INGB0123457088,EUR,RABONL2U,B276,1509,03/10/2017
NL56INGB0123457089,EUR,RABONL2U,B277,1510,04/10/2017
NL56INGB0123457090,EUR,RABONL2U,B278,1511,05/10/2017
NL56INGB0123457091,EUR,RABONL2U,B279,1512,06/10/2017
NL56INGB0123457092,EUR,RABONL2U,B280,1513,07/10/2017
NL56INGB0123457093,EUR,RABONL2U,B281,1514,08/10/2017
NL56INGB0123457094,EUR,RABONL2U,B282,1515,09/10/2017
NL56INGB0123457095,EUR,RABONL2U,B283,1516,10/10/2017
NL56INGB0123457096,EUR,RABONL2U,B284,1517,11/10/2017
NL56INGB0123457097,EUR,RABONL2U,B285,1518,12/10/2017
NL56INGB0123457098,EUR,RABONL2U,B286,1519,13/10/2017
NL56INGB0123457099,EUR,RABONL2U,B287,1520,14/10/2017
NL56INGB0123457100,EUR,RABONL2U,B288,1521,15/10/2017
NL56INGB0123457101,EUR,RABONL2U,B289,1522,16/10/2017
NL56INGB0123457102,EUR,RABONL2U,B290,1523,17/10/2017
NL56INGB0123457103,EUR,RABONL2U,B291,1524,18/10/2017
NL56INGB0123457104,EUR,RABONL2U,B292,1525,19/10/2017
NL56INGB0123457105,EUR,RABONL2U,B293,1526,20/10/2017
NL56INGB0123457106,EUR,RABONL2U,B294,1527,21/10/2017
NL56INGB0123457107,EUR,RABONL2U,B295,1528,22/10/2017
NL56INGB0123457108,EUR,RABONL2U,B296,1529,23/10/2017
NL56INGB0123457109,EUR,RABONL2U,B297,1530,24/10/2017
NL56INGB0123457110,EUR,RABONL2U,B298,1531,25/10/2017
NL56INGB0123457111,EUR,RABONL2U,B299,1532,26/10/2017
NL56INGB0123457112,EUR,RABONL2U,B300,1533,27/10/2017
NL56INGB0123457113,EUR,RABONL2U,B301,1534,28/10/2017
NL56INGB0123457114,EUR,RABONL2U,B302,1535,29/10/2017
NL56INGB0123457115,EUR,RABONL2U,B303,1536,30/10/2017
NL56INGB0123457116,EUR,RABONL2U,B304,1537,31/10/2017
NL56INGB0123457117,EUR,RABONL2U,B305,1538,01/11/2017
NL56INGB0123457118,EUR,RABONL2U,B306,1539,02/11/2017
NL56INGB0123457119,EUR,RABONL2U,B307,1540,03/11/2017
NL56INGB0123457120,EUR,RABONL2U,B308,1541,04/11/2017
NL56INGB0123457121,EUR,RABONL2U,B309,1542,05/11/2017
NL56INGB0123457122,EUR,RABONL2U,B310,1543,06/11/2017
NL56INGB0123457123,EUR,RABONL2U,B311,1544,07/11/2017
NL56INGB0123457124,EUR,RABONL2U,B312,1545,08/11/2017
NL56INGB0123457125,EUR,RABONL2U,B313,1546,09/11/2017
NL56INGB0123457126,EUR,RABONL2U,B314,1547,10/11/2017
NL56INGB0123457127,EUR,RABONL2U,B315,1548,11/11/2017
NL56INGB0123457128,EUR,RABONL2U,B316,1549,12/11/2017
NL56INGB0123457129,EUR,RABONL2U,B317,1550,13/11/2017
NL56INGB0123457130,EUR,RABONL2U,B318,1551,14/11/2017
NL56INGB0123457131,EUR,RABONL2U,B319,1552,15/11/2017
NL56INGB0123457132,EUR,RABONL2U,B320,1553,16/11/2017
NL56INGB0123457133,EUR,RABONL2U,B321,1554,17/11/2017
NL56INGB0123457134,EUR,RABONL2U,B322,1555,18/11/2017
NL56INGB0123457135,EUR,RABONL2U,B323,1556,19/11/2017
NL56INGB0123457136,EUR,RABONL2U,B324,1557,20/11/2017
NL56INGB0123457137,EUR,RABONL2U,B325,1558,21/11/2017
NL56INGB0123457138,EUR,RABONL2U,B326,1559,22/11/2017
NL56INGB0123457139,EUR,RABONL2U,B327,1560,23/11/2017
NL56INGB0123457140,EUR,RABONL2U,B328,1561,24/11/2017
NL56INGB0123457141,EUR,RABONL2U,B329,1562,25/11/2017
NL56INGB0123457142,EUR,RABONL2U,B330,1563,26/11/2017
NL56INGB0123457143,EUR,RABONL2U,B331,1564,27/11/2017
NL56INGB0123457144,EUR,RABONL2U,B332,1565,28/11/2017
NL56INGB0123457145,EUR,RABONL2U,B333,1566,29/11/2017
NL56INGB0123457146,EUR,RABONL2U,B334,1567,30/11/2017
NL56INGB0123457147,EUR,RABONL2U,B335,1568,01/12/2017
NL56INGB0123457148,EUR,RABONL2U,B336,1569,02/12/2017
NL56INGB0123457149,EUR,RABONL2U,B337,1570,03/12/2017
NL56INGB0123457150,EUR,RABONL2U,B338,1571,04/12/2017
NL56INGB0123457151,EUR,RABONL2U,B339,1572,05/12/2017
NL56INGB0123457152,EUR,RABONL2U,B340,1573,06/12/2017
NL56INGB0123457153,EUR,RABONL2U,B341,1574,07/12/2017
NL56INGB0123457154,EUR,RABONL2U,B342,1575,08/12/2017
NL56INGB0123457155,EUR,RABONL2U,B343,1576,09/12/2017
NL56INGB0123457156,EUR,RABONL2U,B344,1577,10/12/2017
NL56INGB0123457157,EUR,RABONL2U,B345,1578,11/12/2017
NL56INGB0123457158,EUR,RABONL2U,B346,1579,12/12/2017
NL56INGB0123457159,EUR,RABONL2U,B347,1580,13/12/2017
NL56INGB0123457160,EUR,RABONL2U,B348,1581,14/12/2017
NL56INGB0123457161,EUR,RABONL2U,B349,1582,15/12/2017
NL56INGB0123457162,EUR,RABONL2U,B350,1583,16/12/2017
NL56INGB0123457163,EUR,RABONL2U,B351,1584,17/12/2017
NL56INGB0123457164,EUR,RABONL2U,B352,1585,18/12/2017
NL56INGB0123457165,EUR,RABONL2U,B353,1586,19/12/2017
NL56INGB0123457166,EUR,RABONL2U,B354,1587,20/12/2017
NL56INGB0123457167,EUR,RABONL2U,B355,1588,21/12/2017
NL56INGB0123457168,EUR,RABONL2U,B356,1589,22/12/2017
NL56INGB0123457169,EUR,RABONL2U,B357,1590,23/12/2017
NL56INGB0123457170,EUR,RABONL2U,B358,1591,24/12/2017
NL56INGB0123457171,EUR,RABONL2U,B359,1592,25/12/2017
NL56INGB0123457172,EUR,RABONL2U,B360,1593,26/12/2017
NL56INGB0123457173,EUR,RABONL2U,B361,1594,27/12/2017
NL56INGB0123457174,EUR,RABONL2U,B362,1595,28/12/2017
NL56INGB0123457175,EUR,RABONL2U,B363,1596,29/12/2017
NL56INGB0123457176,EUR,RABONL2U,B364,1597,30/12/2017
NL56INGB0123457177,EUR,RABONL2U,B365,1598,31/12/2017
NL56INGB0123457178,EUR,RABONL2U,B366,1599,01/01/2018
NL56INGB0123457179,EUR,RABONL2U,B367,1600,02/01/2018
NL56INGB0123457180,EUR,RABONL2U,B368,1601,03/01/2018
NL56INGB0123457181,EUR,RABONL2U,B369,1602,04/01/2018
NL56INGB0123457182,EUR,RABONL2U,B370,1603,05/01/2018
NL56INGB0123457183,EUR,RABONL2U,B371,1604,06/01/2018
NL56INGB0123457184,EUR,RABONL2U,B372,1605,07/01/2018
NL56INGB0123457185,EUR,RABONL2U,B373,1606,08/01/2018
NL56INGB0123457186,EUR,RABONL2U,B374,1607,09/01/2018
